"","departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"182","MEURTHE-ET-MOSELLE","Leintrey","Farm","Leintrey",48.616667,6.733333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"183","NORD","Orsinval","Farm","Orsinval",50.266667,3.633333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"184","VOSGES","Châtenois","Farm","Châtenois",48.3,5.833333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"185","SEINE-MARITIME","Ocqueville","Farm","Ocqueville",49.8,0.683333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"186","VOSGES","Gemmelaincourt","Farm","Gemmelaincourt",48.283333,5.966667,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"187","HAUTE-VIENNE","Saint-Sornin-la-Marche","Farm","Saint-Sornin-la-Marche",46.183333,0.983333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"188","AISNE","Hary","Farm","Hary",49.783333,3.933333,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"189","EURE","Beuzeville","Farm","Beuzeville",49.333333,0.35,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"190","MEURTHE-ET-MOSELLE","Chaouilley","Farm","Chaouilley",48.433333,6.066667,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"191","MARNE","Sainte-Menehould","Farm","Sainte-Menehould",49.083333,4.9,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"192","SEINE-MARITIME","Auberville-la-Renault","Farm","Auberville-la-Renault",49.683333,0.366667,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"193","AISNE","Parfondeval","Farm","Parfondeval",49.733333,4.166667,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"194","MEUSE","BISLEE","Farm","BISLEE",48.866667,5.5,"09/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"195","SEINE-MARITIME","Bolleville","Farm","Bolleville",49.6,0.566667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"196","PAS-DE-CALAIS","Desvres","Farm","Desvres",50.666667,1.833333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"197","NORD","Étroeungt","Farm","Étroeungt",50.05,3.933333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"198","HAUTE-MARNE","Louvières","Farm","Louvières",48.033333,5.283333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"199","MEURTHE-ET-MOSELLE","Goviller","Farm","Goviller",48.5,6.016667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"200","MEUSE","Houdelaincourt","Farm","Houdelaincourt",48.55,5.466667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"201","YONNE","Savigny-en-Terre-Plaine","Farm","Savigny-en-Terre-Plaine",47.5,4.083333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"202","MOSELLE","Fossieux","Farm","Fossieux",48.85,6.333333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"203","MANCHE","Rocheville","Farm","Rocheville",49.5,-1.6,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"204","MEUSE","Rouvrois-sur-Meuse","Farm","Rouvrois-sur-Meuse",48.95,5.516667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"205","HAUTE-VIENNE","Tersannes","Farm","Tersannes",46.3,1.116667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"206","MEURTHE-ET-MOSELLE","Coyviller","Farm","Coyviller",48.583333,6.283333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"207","MANCHE","Magneville","Farm","Magneville",49.45,-1.55,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"208","MEUSE","Loison","Farm","Loison",49.316667,5.616667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"209","MOSELLE","Fouligny","Farm","Fouligny",49.1,6.5,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"210","HAUTE-VIENNE","Darnac","Farm","Darnac",46.216667,0.966667,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"211","HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest",46.233333,1.033333,"10/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"212","ALLIER","Chantelle","Farm","Chantelle",46.233333,3.15,"11/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"213","HAUTE-VIENNE","SAINT-GEORGES-LES-LANDES","Farm","SAINT-GEORGES-LES-LANDES",46.35,1.333333,"12/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"214","HAUTE-VIENNE","Mézières-sur-Issoire","Farm","Mézières-sur-Issoire",46.1,0.916667,"12/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"215","VIENNE","Adriers","Farm","Adriers n°2",46.25,0.8,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"216","HAUTE-VIENNE","Saint-Ouen-sur-Gartempe","Farm","Saint-Ouen-sur-Gartempe",46.166667,1.066667,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"217","BAS-RHIN","Schopperten","Farm","Schopperten",48.95,7.05,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"218","VIENNE","Lussac-les-Châteaux","Farm","Lussac-les-Châteaux",46.4,0.716667,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"219","AISNE","Étreillers","Farm","Étreillers",49.816667,3.15,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"220","SEINE-MARITIME","Saint-Germain-sous-Cailly","Farm","Saint-Germain-sous-Cailly",49.583333,1.216667,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"221","MARNE","Sermaize-les-Bains","Farm","Sermaize-les-Bains",48.783333,4.916667,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"222","HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest",46.233333,1.033333,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"223","CHER","GROSSOUVRE","Farm","GROSSOUVRE",46.866667,2.933333,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"224","VIENNE","Marnay","Farm","Marnay",46.4,0.35,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"225","VIENNE","Adriers","Farm","Adriers n°1",46.25,0.8,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"226","AISNE","Jeantes","Farm","Jeantes",49.8,4.05,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"227","MOSELLE","Buhl-Lorraine","Farm","Buhl-Lorraine",48.716667,7.083333,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"228","HAUTE-SAÔNE","Bougey","Farm","Bougey",47.783333,5.866667,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"229","SEINE-MARITIME","Manéhouville","Farm","Manéhouville",49.833333,1.083333,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"230","SOMME","Beauquesne","Farm","Beauquesne",50.083333,2.4,"13/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"231","YONNE","Montréal","Farm","Montréal",47.533333,4.033333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"232","VIENNE","Lussac-les-Châteaux","Farm","Lussac-les-Châteaux",46.4,0.716667,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"233","ARDENNES","Montmeillant","Farm","Montmeillant",49.683333,4.333333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"234","CHARENTE","Abzac","Farm","Abzac",46.1,0.7,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"235","PAS-DE-CALAIS","Cavron-Saint-Martin","Farm","Cavron-Saint-Martin",50.416667,2,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"236","MEUSE","Longeville-en-Barrois","Farm","Longeville-en-Barrois",48.733333,5.216667,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"237","MEURTHE-ET-MOSELLE","Laitre-sous-Amance","Farm","Laitre-sous-Amance",48.75,6.283333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"238","MEURTHE-ET-MOSELLE","Sivry","Farm","Sivry n°2",48.833333,6.2,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"239","MEURTHE-ET-MOSELLE","Sivry","Farm","Sivry",48.833333,6.2,"14/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"240","MEUSE","Billy-sous-les-Côtes","Farm","Billy-sous-les-Côtes",49.016667,5.683333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"241","NORD","Rousies","Farm","Rousies",50.266667,4,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"242","SEINE-MARITIME","Anvéville","Farm","Anvéville",49.7,0.733333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"243","MEURTHE-ET-MOSELLE","Mousson","Farm","Mousson",48.9,6.083333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"244","NORD","Wignehies","Farm","Wignehies",50.016667,4,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"245","MOSELLE","Gélucourt","Farm","Gélucourt",48.766667,6.716667,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"246","AISNE","Renneval","Farm","Renneval",49.733333,4.05,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"247","MEURTHE-ET-MOSELLE","Vaudémont","Farm","Vaudémont",48.416667,6.05,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"248","VIENNE","PAYROUX","Farm","PAYROUX",46.216667,0.483333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"249","SEINE-MARITIME","Bolbec","Farm","Bolbec",49.566667,0.483333,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"250","MEURTHE-ET-MOSELLE","Manoncourt-en-Vermois","Farm","Manoncourt-en-Vermois",48.6,6.266667,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"251","MOSELLE","Bacourt","Farm","Bacourt",48.933333,6.416667,"14/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"252","SEINE-MARITIME","Fontaine-le-Dun","Farm","Fontaine-le-Dun",49.816667,0.85,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"253","HAUTE-VIENNE","Saint-Léger-Magnazeix","Farm","Saint-Léger-Magnazeix",46.283333,1.25,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"254","MEURTHE-ET-MOSELLE","Bezaumont","Farm","Bezaumont",48.85,6.1,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"255","MANCHE","LA PERNELLE","Farm","LA PERNELLE",49.616667,-1.3,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"256","VIENNE","ADRIERS","Farm","ADRIERS",46.25,0.8,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"257","VIENNE","SAINT-MARTIN-L'ARS","Farm","SAINT-MARTIN-L'ARS",46.216667,0.533333,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"258","MOSELLE","RICHELING","Farm","RICHELING",49.033333,6.966667,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"259","VIENNE","Saint-Pierre-de-Maillé","Farm","Saint-Pierre-de-Maillé",46.683333,0.85,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"260","VIENNE","Archigny","Farm","Archigny",46.666667,0.65,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"261","HAUTE-VIENNE","VERNEUIL-MOUSTIERS","Farm","VERNEUIL-MOUSTIERS",46.35,1.133333,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"262","MEURTHE-ET-MOSELLE","Mailly-sur-Seille","Farm","Mailly-sur-Seille",48.916667,6.25,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"263","CÔTE-D'OR","Gevrolles","Farm","Gevrolles",47.983333,4.7805,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"264","INDRE","Vigoux","Farm","Vigoux",46.516667,1.483333,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"265","VIENNE","Pindray","Farm","Pindray n°2",46.483333,0.816667,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"266","HAUTE-VIENNE","Rancon","Farm","Rancon",46.133333,1.183333,"15/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
